Maximum CNC 25 LB,"1.16902",N
Time at Maximum CNC 25 LB,"71.88900",s
Extension at Maximum CNC 25 LB,"10.52107",mm
Rate 1,"0.14640",mm/s
Start date,"9/16/2021"
Specimen label,""

Time,Extension,CNC 25 LB
(s),(mm),(N)
"14.05000","2.05326","-9.68293"
"14.07500","2.05684","-9.69397"
"14.10000","2.06052","-9.70643"
"14.12500","2.06422","-9.71749"
"14.15000","2.06791","-9.73067"
"14.17500","2.07157","-9.74471"
"14.20000","2.07520","-9.75419"
"14.22500","2.07881","-9.76717"
"14.25000","2.08249","-9.78155"
"14.27500","2.08623","-9.79264"
"14.30000","2.08992","-9.80541"
"14.32500","2.09353","-9.81720"
"14.35000","2.09712","-9.82922"
"14.37500","2.10082","-9.84320"
"14.40000","2.10446","-9.85322"
"14.42500","2.10817","-9.86601"
"14.45000","2.11187","-9.87575"
"14.47500","2.11550","-9.89034"
"14.50000","2.11910","-9.89881"
"14.52500","2.12275","-9.91429"
"14.55000","2.12645","-9.92602"
"14.57500","2.13014","-9.93668"
"14.60000","2.13378","-9.94743"
"14.62500","2.13738","-9.96080"
"14.65000","2.14106","-9.97401"
"14.67500","2.14474","-9.98444"
"14.70000","2.14846","-9.99784"
"14.72500","2.15213","-10.00740"
"14.75000","2.15573","-10.01756"
"14.77500","2.15933","-10.03162"
"14.80000","2.16304","-10.04356"
"14.82500","2.16674","-10.05560"
"14.85000","2.17043","-10.06660"
"14.87500","2.17410","-10.07967"
"14.90000","2.17774","-10.08953"
"14.92500","2.18138","-10.10220"
"14.95000","2.18499","-10.11390"
"14.97500","2.18872","-10.12415"
"15.00000","2.19242","-10.13513"
"15.02500","2.19602","-10.14800"
"15.05000","2.19961","-10.15972"
"15.07500","2.20332","-10.17040"
"15.10000","2.20701","-10.18360"
"15.12500","2.21072","-10.19322"
"15.15000","2.21439","-10.20603"
"15.17500","2.21799","-10.21718"
"15.20000","2.22161","-10.22847"
"15.22500","2.22532","-10.24018"
"15.25000","2.22908","-10.25140"
"15.27500","2.23278","-10.26274"
"15.30000","2.23636","-10.27282"
"15.32500","2.23990","-10.28398"
"15.35000","2.24358","-10.29552"
"15.37500","2.24723","-10.30701"
"15.40000","2.25088","-10.31779"
"15.42500","2.25454","-10.32916"
"15.45000","2.25818","-10.33946"
"15.47500","2.26180","-10.35238"
"15.50000","2.26547","-10.36357"
"15.52500","2.26922","-10.37267"
"15.55000","2.27293","-10.38436"
"15.57500","2.27653","-10.39455"
"15.60000","2.28009","-10.40532"
"15.62500","2.28374","-10.41731"
"15.65000","2.28740","-10.42911"
"15.67500","2.29110","-10.43930"
"15.70000","2.29478","-10.45050"
"15.72500","2.29839","-10.46179"
"15.75000","2.30199","-10.47168"
"15.77500","2.30566","-10.48321"
"15.80000","2.30936","-10.49298"
"15.82500","2.31305","-10.50397"
"15.85000","2.31669","-10.51501"
"15.87500","2.32031","-10.52639"
"15.90000","2.32398","-10.53626"
"15.92500","2.32761","-10.54752"
"15.95000","2.33133","-10.55920"
"15.97500","2.33505","-10.56751"
"16.00000","2.33863","-10.57993"
"16.02500","2.34221","-10.59033"
"16.05000","2.34589","-10.60014"
"16.07500","2.34962","-10.61087"
"16.10000","2.35332","-10.62218"
"16.12500","2.35700","-10.63322"
"16.15000","2.36063","-10.64411"
"16.17500","2.36422","-10.65478"
"16.20000","2.36785","-10.66471"
"16.22500","2.37159","-10.67571"
"16.25000","2.37533","-10.68775"
"16.27500","2.37894","-10.69778"
"16.30000","2.38251","-10.70837"
"16.32500","2.38621","-10.72059"
"16.35000","2.38996","-10.73028"
"16.37500","2.39367","-10.74158"
"16.40000","2.39729","-10.75183"
"16.42500","2.40087","-10.76123"
"16.45000","2.40450","-10.77221"
"16.47500","2.40818","-10.78329"
"16.50000","2.41191","-10.79537"
"16.52500","2.41559","-10.80455"
"16.55000","2.41923","-10.81577"
"16.57500","2.42287","-10.82544"
"16.60000","2.42657","-10.83754"
"16.62500","2.43024","-10.84979"
"16.65000","2.43391","-10.85848"
"16.67500","2.43756","-10.86770"
"16.70000","2.44118","-10.88006"
"16.72500","2.44482","-10.89068"
"16.75000","2.44850","-10.90095"
"16.77500","2.45219","-10.91021"
"16.80000","2.45585","-10.92011"
"16.82500","2.45947","-10.92951"
"16.85000","2.46307","-10.94087"
"16.87500","2.46674","-10.95090"
"16.90000","2.47039","-10.95984"
"16.92500","2.47412","-10.97071"
"16.95000","2.47784","-10.98088"
"16.97500","2.48145","-10.99077"
"17.00000","2.48499","-11.00177"
"17.02500","2.48866","-11.01167"
"17.05000","2.49243","-11.02159"
"17.07500","2.49614","-11.03268"
"17.10000","2.49974","-11.04416"
"17.12500","2.50336","-11.05323"
"17.15000","2.50703","-11.06283"
"17.17500","2.51069","-11.07289"
"17.20000","2.51442","-11.08230"
"17.22500","2.51813","-11.09236"
"17.25000","2.52176","-11.10266"
"17.27500","2.52535","-11.11260"
"17.30000","2.52901","-11.12192"
"17.32500","2.53269","-11.13254"
"17.35000","2.53641","-11.14077"
"17.37500","2.54007","-11.15006"
"17.40000","2.54368","-11.16092"
"17.42500","2.54735","-11.17021"
"17.45000","2.55097","-11.17906"
"17.47500","2.55469","-11.18898"
"17.50000","2.55839","-11.19901"
"17.52500","2.56199","-11.20926"
"17.55000","2.56557","-11.21974"
"17.57500","2.56925","-11.22781"
"17.60000","2.57295","-11.23918"
"17.62500","2.57666","-11.24818"
"17.65000","2.58033","-11.25961"
"17.67500","2.58394","-11.26722"
"17.70000","2.58754","-11.27940"
"17.72500","2.59121","-11.28862"
"17.75000","2.59494","-11.29830"
"17.77500","2.59867","-11.30973"
"17.80000","2.60228","-11.31662"
"17.82500","2.60588","-11.32835"
"17.85000","2.60955","-11.33584"
"17.87500","2.61324","-11.34747"
"17.90000","2.61694","-11.35719"
"17.92500","2.62057","-11.36691"
"17.95000","2.62417","-11.37729"
"17.97500","2.62782","-11.38586"
"18.00000","2.63151","-11.39902"
"18.02500","2.63525","-11.40911"
"18.05000","2.63890","-11.41851"
"18.07500","2.64247","-11.42873"
"18.10000","2.64607","-11.43873"
